Year,Region,GDP,GDP_Type,Unit
2017,Podravska,16488.69,GDP per Capita,EUR
2017,Koroska,16326.79,GDP per Capita,EUR
2017,Savinjska,18658.46,GDP per Capita,EUR
2017,Zasavska,10716.16,GDP per Capita,EUR
2017,Posavska,16928.79,GDP per Capita,EUR
2017,Jugovzhodna Slovenija,19868.27,GDP per Capita,EUR
2017,Primorsko-notranjska,14773.51,GDP per Capita,EUR
2017,Osrednjeslovenska,28538.29,GDP per Capita,EUR
2017,Gorenjska,18139.15,GDP per Capita,EUR
2017,Goriska,18756.05,GDP per Capita,EUR
2017,Obalno-kraska,20784.31,GDP per Capita,EUR
2017,Bjelovarsko-bilogorska županija,7928.5,GDP per Capita,EUR
2017,Virovitičko-podravska županija,6437.43,GDP per Capita,EUR
2017,Požeško-slavonska županija,6636.57,GDP per Capita,EUR
2017,Brodsko-posavska županija,6703.66,GDP per Capita,EUR
2017,Osječko-baranjska županija,9133.35,GDP per Capita,EUR
2017,Vukovarsko-srijemska županija,7070.82,GDP per Capita,EUR
2017,Karlovačka županija,8831.59,GDP per Capita,EUR
2017,Sisačko-moslavačka županija,8312.46,GDP per Capita,EUR
2017,Primorsko-goranska zupanija,14533.91,GDP per Capita,EUR
2017,Licko-senjska zupanija,9267.37,GDP per Capita,EUR
2017,Zadarska zupanija,9972.69,GDP per Capita,EUR
2017,Sibensko-kninska zupanija,9626.6,GDP per Capita,EUR
2017,Splitsko-dalmatinska zupanija,9255.64,GDP per Capita,EUR
2017,Istarska zupanija,15100.93,GDP per Capita,EUR
2017,Dubrovacko-neretvanska zupanija,12775.1,GDP per Capita,EUR
2017,Grad Zagreb,21272.87,GDP per Capita,EUR
2017,Međimurska županija,9908.06,GDP per Capita,EUR
2017,Varaždinska županija,10222.38,GDP per Capita,EUR
2017,Koprivničko-križevačka županija,9083.38,GDP per Capita,EUR
2017,Krapinsko-zagorska županija,7820.92,GDP per Capita,EUR
2017,Zagrebačka županija,9195.11,GDP per Capita,EUR
2017,Crna Gora,6330.16,GDP per Capita,EUR
2017,Vardarski,4707.1,GDP per Capita,EUR
2017,Istocen,4431.11,GDP per Capita,EUR
2017,Jugozapaden,3645.56,GDP per Capita,EUR
2017,Jugoistocen,5339.9,GDP per Capita,EUR
2017,Pelagoniski,4411.67,GDP per Capita,EUR
2017,Poloski,2147.01,GDP per Capita,EUR
2017,Severoistocen,2660.45,GDP per Capita,EUR
2017,Skopski,6448.62,GDP per Capita,EUR
2017,Београдска област,9022.66,GDP per Capita,EUR
2017,Западнобачка област,4258.96,GDP per Capita,EUR
2017,Јужнобанатска област,4763.46,GDP per Capita,EUR
2017,Јужнобачка област,6650.04,GDP per Capita,EUR
2017,Севернобанатска област,4274.02,GDP per Capita,EUR
2017,Севернобачка област,4924.9,GDP per Capita,EUR
2017,Средњобанатска област,4639.41,GDP per Capita,EUR
2017,Сремска област,5043.72,GDP per Capita,EUR
2017,Златиборска област,4212.41,GDP per Capita,EUR
2017,Колубарска област,4125.98,GDP per Capita,EUR
2017,Мачванска област,3363.49,GDP per Capita,EUR
2017,Моравичка област,4786.42,GDP per Capita,EUR
2017,Поморавска област,3274.27,GDP per Capita,EUR
2017,Расинска област,3238.39,GDP per Capita,EUR
2017,Рашка област,2744.89,GDP per Capita,EUR
2017,Шумадијска област,4461.68,GDP per Capita,EUR
2017,Борска област,4933.81,GDP per Capita,EUR
2017,Браничевска област,4152.52,GDP per Capita,EUR
2017,Зајечарска област,2975.46,GDP per Capita,EUR
2017,Јабланичка област,2663.22,GDP per Capita,EUR
2017,Нишавска област,3921.9,GDP per Capita,EUR
2017,Пиротска област,4760.35,GDP per Capita,EUR
2017,Подунавска област,2524.19,GDP per Capita,EUR
2017,Пчињска област,2444.76,GDP per Capita,EUR
2017,Топличка област,3118.77,GDP per Capita,EUR
2017,Pomurska,13774.29,GDP per Capita,EUR
2017,Podravska,16488.69,GDP per Capita,EUR
2017,Koroska,16326.79,GDP per Capita,EUR
2017,Savinjska,18658.46,GDP per Capita,EUR
2017,Zasavska,10716.16,GDP per Capita,EUR
2017,Posavska,16928.79,GDP per Capita,EUR
2017,Jugovzhodna Slovenija,19868.27,GDP per Capita,EUR
2017,Primorsko-notranjska,14773.51,GDP per Capita,EUR
2017,Osrednjeslovenska,28538.29,GDP per Capita,EUR
2017,Gorenjska,18139.15,GDP per Capita,EUR
2017,Goriska,18756.05,GDP per Capita,EUR
2017,Obalno-kraska,20784.31,GDP per Capita,EUR
2018,Bjelovarsko-bilogorska županija,8450.22,GDP per Capita,EUR
2018,Virovitičko-podravska županija,6996.8,GDP per Capita,EUR
2018,Požeško-slavonska županija,7202.67,GDP per Capita,EUR
2018,Brodsko-posavska županija,7168.33,GDP per Capita,EUR
2018,Osječko-baranjska županija,9263.39,GDP per Capita,EUR
2018,Vukovarsko-srijemska županija,7606.28,GDP per Capita,EUR
2018,Karlovačka županija,8787.57,GDP per Capita,EUR
2018,Sisačko-moslavačka županija,8723.22,GDP per Capita,EUR
2018,Primorsko-goranska zupanija,14817.62,GDP per Capita,EUR
2018,Licko-senjska zupanija,9510.4,GDP per Capita,EUR
2018,Zadarska zupanija,10636.53,GDP per Capita,EUR
2018,Sibensko-kninska zupanija,9997.39,GDP per Capita,EUR
2018,Splitsko-dalmatinska zupanija,9522.3,GDP per Capita,EUR
2018,Istarska zupanija,15219.97,GDP per Capita,EUR
2018,Dubrovacko-neretvanska zupanija,13011.67,GDP per Capita,EUR
2018,Grad Zagreb,22175.28,GDP per Capita,EUR
2018,Međimurska županija,10331.2,GDP per Capita,EUR
2018,Varaždinska županija,11161.78,GDP per Capita,EUR
2018,Koprivničko-križevačka županija,9084.71,GDP per Capita,EUR
2018,Krapinsko-zagorska županija,8100.35,GDP per Capita,EUR
2018,Zagrebačka županija,9801.92,GDP per Capita,EUR
2018,Crna Gora,6653.17,GDP per Capita,EUR
2018,Vardarski,4889.11,GDP per Capita,EUR
2018,Istocen,4566.15,GDP per Capita,EUR
2018,Jugozapaden,3684.21,GDP per Capita,EUR
2018,Jugoistocen,5243.39,GDP per Capita,EUR
2018,Pelagoniski,4753.52,GDP per Capita,EUR
2018,Poloski,2184.76,GDP per Capita,EUR
2018,Severoistocen,2704.51,GDP per Capita,EUR
2018,Skopski,6636.81,GDP per Capita,EUR
2018,Београдска област,9603.95,GDP per Capita,EUR
2018,Западнобачка област,4096.11,GDP per Capita,EUR
2018,Јужнобанатска област,5117.07,GDP per Capita,EUR
2018,Јужнобачка област,6710.34,GDP per Capita,EUR
2018,Севернобанатска област,4416.51,GDP per Capita,EUR
2018,Севернобачка област,5035.68,GDP per Capita,EUR
2018,Средњобанатска област,5009.57,GDP per Capita,EUR
2018,Сремска област,5306.98,GDP per Capita,EUR
2018,Златиборска област,4217.0,GDP per Capita,EUR
2018,Колубарска област,4132.96,GDP per Capita,EUR
2018,Мачванска област,3435.73,GDP per Capita,EUR
2018,Моравичка област,4887.37,GDP per Capita,EUR
2018,Поморавска област,3375.56,GDP per Capita,EUR
2018,Расинска област,3398.9,GDP per Capita,EUR
2018,Рашка област,2952.65,GDP per Capita,EUR
2018,Шумадијска област,4356.73,GDP per Capita,EUR
2018,Борска област,5386.73,GDP per Capita,EUR
2018,Браничевска област,4720.1,GDP per Capita,EUR
2018,Зајечарска област,3170.44,GDP per Capita,EUR
2018,Јабланичка област,2657.94,GDP per Capita,EUR
2018,Нишавска област,4148.43,GDP per Capita,EUR
2018,Пиротска област,5018.27,GDP per Capita,EUR
2018,Подунавска област,3025.67,GDP per Capita,EUR
2018,Пчињска област,2602.51,GDP per Capita,EUR
2018,Топличка област,3306.82,GDP per Capita,EUR
2018,Pomurska,14380.83,GDP per Capita,EUR
2018,Podravska,17077.76,GDP per Capita,EUR
2018,Koroska,17192.59,GDP per Capita,EUR
2018,Savinjska,19170.51,GDP per Capita,EUR
2018,Zasavska,11087.57,GDP per Capita,EUR
2018,Posavska,17603.66,GDP per Capita,EUR
2018,Jugovzhodna Slovenija,20794.37,GDP per Capita,EUR
2018,Primorsko-notranjska,15234.91,GDP per Capita,EUR
2018,Osrednjeslovenska,29796.84,GDP per Capita,EUR
2018,Gorenjska,18996.86,GDP per Capita,EUR
2018,Goriska,19152.05,GDP per Capita,EUR
2018,Obalno-kraska,21687.54,GDP per Capita,EUR
2018,Bjelovarsko-bilogorska županija,8450.22,GDP per Capita,EUR
2018,Virovitičko-podravska županija,6996.8,GDP per Capita,EUR
2018,Požeško-slavonska županija,7202.67,GDP per Capita,EUR
2018,Brodsko-posavska županija,7168.33,GDP per Capita,EUR
2018,Osječko-baranjska županija,9263.39,GDP per Capita,EUR
2018,Vukovarsko-srijemska županija,7606.28,GDP per Capita,EUR
2018,Karlovačka županija,8787.57,GDP per Capita,EUR
2018,Sisačko-moslavačka županija,8723.22,GDP per Capita,EUR
2018,Primorsko-goranska zupanija,14817.62,GDP per Capita,EUR
2018,Licko-senjska zupanija,9510.4,GDP per Capita,EUR
2018,Zadarska zupanija,10636.53,GDP per Capita,EUR
2018,Sibensko-kninska zupanija,9997.39,GDP per Capita,EUR
2018,Splitsko-dalmatinska zupanija,9522.3,GDP per Capita,EUR
2018,Istarska zupanija,15219.97,GDP per Capita,EUR
2018,Dubrovacko-neretvanska zupanija,13011.67,GDP per Capita,EUR
2018,Grad Zagreb,22175.28,GDP per Capita,EUR
2018,Međimurska županija,10331.2,GDP per Capita,EUR
2018,Varaždinska županija,11161.78,GDP per Capita,EUR
2018,Koprivničko-križevačka županija,9084.71,GDP per Capita,EUR
2018,Krapinsko-zagorska županija,8100.35,GDP per Capita,EUR
2018,Zagrebačka županija,9801.92,GDP per Capita,EUR
2018,Crna Gora,6653.17,GDP per Capita,EUR
2018,Vardarski,4889.11,GDP per Capita,EUR
2018,Istocen,4566.15,GDP per Capita,EUR
2018,Jugozapaden,3684.21,GDP per Capita,EUR
2018,Jugoistocen,5243.39,GDP per Capita,EUR
2018,Pelagoniski,4753.52,GDP per Capita,EUR
2018,Poloski,2184.76,GDP per Capita,EUR
2018,Severoistocen,2704.51,GDP per Capita,EUR
2018,Skopski,6636.81,GDP per Capita,EUR
2018,Београдска област,9603.95,GDP per Capita,EUR
2018,Западнобачка област,4096.11,GDP per Capita,EUR
2018,Јужнобанатска област,5117.07,GDP per Capita,EUR
2018,Јужнобачка област,6710.34,GDP per Capita,EUR
2018,Севернобанатска област,4416.51,GDP per Capita,EUR
2018,Севернобачка област,5035.68,GDP per Capita,EUR
2018,Средњобанатска област,5009.57,GDP per Capita,EUR
2018,Сремска област,5306.98,GDP per Capita,EUR
2018,Златиборска област,4217.0,GDP per Capita,EUR
2018,Колубарска област,4132.96,GDP per Capita,EUR
2018,Мачванска област,3435.73,GDP per Capita,EUR
2018,Моравичка област,4887.37,GDP per Capita,EUR
2018,Поморавска област,3375.56,GDP per Capita,EUR
2018,Расинска област,3398.9,GDP per Capita,EUR
2018,Рашка област,2952.65,GDP per Capita,EUR
2018,Шумадијска област,4356.73,GDP per Capita,EUR
2018,Борска област,5386.73,GDP per Capita,EUR
2018,Браничевска област,4720.1,GDP per Capita,EUR
2018,Зајечарска област,3170.44,GDP per Capita,EUR
2018,Јабланичка област,2657.94,GDP per Capita,EUR
2018,Нишавска област,4148.43,GDP per Capita,EUR
2018,Пиротска област,5018.27,GDP per Capita,EUR
2018,Подунавска област,3025.67,GDP per Capita,EUR
2018,Пчињска област,2602.51,GDP per Capita,EUR
2018,Топличка област,3306.82,GDP per Capita,EUR
2018,Pomurska,14380.83,GDP per Capita,EUR
2018,Podravska,17077.76,GDP per Capita,EUR
2018,Koroska,17192.59,GDP per Capita,EUR
2018,Savinjska,19170.51,GDP per Capita,EUR
2018,Zasavska,11087.57,GDP per Capita,EUR
2018,Posavska,17603.66,GDP per Capita,EUR
2018,Jugovzhodna Slovenija,20794.37,GDP per Capita,EUR
2018,Primorsko-notranjska,15234.91,GDP per Capita,EUR
2018,Osrednjeslovenska,29796.84,GDP per Capita,EUR
2018,Gorenjska,18996.86,GDP per Capita,EUR
2018,Goriska,19152.05,GDP per Capita,EUR
2018,Obalno-kraska,21687.54,GDP per Capita,EUR
2019,Bjelovarsko-bilogorska županija,8618.04,GDP per Capita,EUR
2019,Virovitičko-podravska županija,7401.23,GDP per Capita,EUR
2019,Požeško-slavonska županija,7660.75,GDP per Capita,EUR
2019,Brodsko-posavska županija,7784.21,GDP per Capita,EUR
2019,Osječko-baranjska županija,9768.42,GDP per Capita,EUR
2019,Vukovarsko-srijemska županija,8173.33,GDP per Capita,EUR
2019,Karlovačka županija,8931.55,GDP per Capita,EUR
2019,Sisačko-moslavačka županija,9156.2,GDP per Capita,EUR
2019,Primorsko-goranska zupanija,14419.19,GDP per Capita,EUR
2019,Licko-senjska zupanija,9975.53,GDP per Capita,EUR
2019,Zadarska zupanija,10962.53,GDP per Capita,EUR
2019,Sibensko-kninska zupanija,10473.89,GDP per Capita,EUR
2019,Splitsko-dalmatinska zupanija,10251.77,GDP per Capita,EUR
2019,Istarska zupanija,15532.02,GDP per Capita,EUR
2019,Dubrovacko-neretvanska zupanija,13978.41,GDP per Capita,EUR
2019,Grad Zagreb,23128.76,GDP per Capita,EUR
2019,Međimurska županija,10997.45,GDP per Capita,EUR
2019,Varaždinska županija,11612.21,GDP per Capita,EUR
2019,Koprivničko-križevačka županija,9727.74,GDP per Capita,EUR
2019,Krapinsko-zagorska županija,8564.3,GDP per Capita,EUR
2019,Zagrebačka županija,10320.86,GDP per Capita,EUR
2019,Crna Gora,6925.71,GDP per Capita,EUR
2019,Vardarski,5263.75,GDP per Capita,EUR
2019,Istocen,4670.18,GDP per Capita,EUR
2019,Jugozapaden,3713.78,GDP per Capita,EUR
2019,Jugoistocen,5364.25,GDP per Capita,EUR
2019,Pelagoniski,4981.7,GDP per Capita,EUR
2019,Poloski,2296.56,GDP per Capita,EUR
2019,Severoistocen,2731.14,GDP per Capita,EUR
2019,Skopski,6918.33,GDP per Capita,EUR
2019,Београдска област,10169.83,GDP per Capita,EUR
2019,Западнобачка област,4278.18,GDP per Capita,EUR
2019,Јужнобанатска област,5313.7,GDP per Capita,EUR
2019,Јужнобачка област,6916.98,GDP per Capita,EUR
2019,Севернобанатска област,4604.55,GDP per Capita,EUR
2019,Севернобачка област,5225.61,GDP per Capita,EUR
2019,Средњобанатска област,5219.27,GDP per Capita,EUR
2019,Сремска област,5508.47,GDP per Capita,EUR
2019,Златиборска област,4438.71,GDP per Capita,EUR
2019,Колубарска област,4445.95,GDP per Capita,EUR
2019,Мачванска област,3495.1,GDP per Capita,EUR
2019,Моравичка област,4926.19,GDP per Capita,EUR
2019,Поморавска област,3731.25,GDP per Capita,EUR
2019,Расинска област,3687.46,GDP per Capita,EUR
2019,Рашка област,2920.72,GDP per Capita,EUR
2019,Шумадијска област,4618.17,GDP per Capita,EUR
2019,Борска област,6439.95,GDP per Capita,EUR
2019,Браничевска област,4422.24,GDP per Capita,EUR
2019,Зајечарска област,2944.39,GDP per Capita,EUR
2019,Јабланичка област,2905.3,GDP per Capita,EUR
2019,Нишавска област,4494.16,GDP per Capita,EUR
2019,Пиротска област,4923.54,GDP per Capita,EUR
2019,Подунавска област,2640.14,GDP per Capita,EUR
2019,Пчињска област,2750.6,GDP per Capita,EUR
2019,Топличка област,3465.14,GDP per Capita,EUR
2019,Pomurska,14772.69,GDP per Capita,EUR
2019,Podravska,17780.07,GDP per Capita,EUR
2019,Koroska,17607.19,GDP per Capita,EUR
2019,Savinjska,19736.59,GDP per Capita,EUR
2019,Zasavska,11544.26,GDP per Capita,EUR
2019,Posavska,18441.95,GDP per Capita,EUR
2019,Jugovzhodna Slovenija,21794.43,GDP per Capita,EUR
2019,Primorsko-notranjska,15205.45,GDP per Capita,EUR
2019,Osrednjeslovenska,30552.22,GDP per Capita,EUR
2019,Gorenjska,19481.74,GDP per Capita,EUR
2019,Goriska,19395.71,GDP per Capita,EUR
2019,Obalno-kraska,21427.34,GDP per Capita,EUR
2019,Bjelovarsko-bilogorska županija,8618.04,GDP per Capita,EUR
2019,Virovitičko-podravska županija,7401.23,GDP per Capita,EUR
2019,Požeško-slavonska županija,7660.75,GDP per Capita,EUR
2019,Brodsko-posavska županija,7784.21,GDP per Capita,EUR
2019,Osječko-baranjska županija,9768.42,GDP per Capita,EUR
2019,Vukovarsko-srijemska županija,8173.33,GDP per Capita,EUR
2019,Karlovačka županija,8931.55,GDP per Capita,EUR
2019,Sisačko-moslavačka županija,9156.2,GDP per Capita,EUR
2019,Primorsko-goranska zupanija,14419.19,GDP per Capita,EUR
2019,Licko-senjska zupanija,9975.53,GDP per Capita,EUR
2019,Zadarska zupanija,10962.53,GDP per Capita,EUR
2019,Sibensko-kninska zupanija,10473.89,GDP per Capita,EUR
2019,Splitsko-dalmatinska zupanija,10251.77,GDP per Capita,EUR
2019,Istarska zupanija,15532.02,GDP per Capita,EUR
2019,Dubrovacko-neretvanska zupanija,13978.41,GDP per Capita,EUR
2019,Grad Zagreb,23128.76,GDP per Capita,EUR
2019,Međimurska županija,10997.45,GDP per Capita,EUR
2019,Varaždinska županija,11612.21,GDP per Capita,EUR
2019,Koprivničko-križevačka županija,9727.74,GDP per Capita,EUR
2019,Krapinsko-zagorska županija,8564.3,GDP per Capita,EUR
2019,Zagrebačka županija,10320.86,GDP per Capita,EUR
2019,Crna Gora,6925.71,GDP per Capita,EUR
2019,Vardarski,5263.75,GDP per Capita,EUR
2019,Istocen,4670.18,GDP per Capita,EUR
2019,Jugozapaden,3713.78,GDP per Capita,EUR
2019,Jugoistocen,5364.25,GDP per Capita,EUR
2019,Pelagoniski,4981.7,GDP per Capita,EUR
2019,Poloski,2296.56,GDP per Capita,EUR
2019,Severoistocen,2731.14,GDP per Capita,EUR
2019,Skopski,6918.33,GDP per Capita,EUR
2019,Београдска област,10169.83,GDP per Capita,EUR
2019,Западнобачка област,4278.18,GDP per Capita,EUR
2019,Јужнобанатска област,5313.7,GDP per Capita,EUR
2019,Јужнобачка област,6916.98,GDP per Capita,EUR
2019,Севернобанатска област,4604.55,GDP per Capita,EUR
2019,Севернобачка област,5225.61,GDP per Capita,EUR
2019,Средњобанатска област,5219.27,GDP per Capita,EUR
2019,Сремска област,5508.47,GDP per Capita,EUR
2019,Златиборска област,4438.71,GDP per Capita,EUR
2019,Колубарска област,4445.95,GDP per Capita,EUR
2019,Мачванска област,3495.1,GDP per Capita,EUR
2019,Моравичка област,4926.19,GDP per Capita,EUR
2019,Поморавска област,3731.25,GDP per Capita,EUR
2019,Расинска област,3687.46,GDP per Capita,EUR
2019,Рашка област,2920.72,GDP per Capita,EUR
2019,Шумадијска област,4618.17,GDP per Capita,EUR
2019,Борска област,6439.95,GDP per Capita,EUR
2019,Браничевска област,4422.24,GDP per Capita,EUR
2019,Зајечарска област,2944.39,GDP per Capita,EUR
2019,Јабланичка област,2905.3,GDP per Capita,EUR
2019,Нишавска област,4494.16,GDP per Capita,EUR
2019,Пиротска област,4923.54,GDP per Capita,EUR
2019,Подунавска област,2640.14,GDP per Capita,EUR
2019,Пчињска област,2750.6,GDP per Capita,EUR
2019,Топличка област,3465.14,GDP per Capita,EUR
2019,Pomurska,14772.69,GDP per Capita,EUR
2019,Podravska,17780.07,GDP per Capita,EUR
2019,Koroska,17607.19,GDP per Capita,EUR
2019,Savinjska,19736.59,GDP per Capita,EUR
2019,Zasavska,11544.26,GDP per Capita,EUR
2019,Posavska,18441.95,GDP per Capita,EUR
2019,Jugovzhodna Slovenija,21794.43,GDP per Capita,EUR
2019,Primorsko-notranjska,15205.45,GDP per Capita,EUR
2019,Osrednjeslovenska,30552.22,GDP per Capita,EUR
2019,Gorenjska,19481.74,GDP per Capita,EUR
2019,Goriska,19395.71,GDP per Capita,EUR
2019,Obalno-kraska,21427.34,GDP per Capita,EUR
2020,Bjelovarsko-bilogorska županija,8491.01,GDP per Capita,EUR
2020,Virovitičko-podravska županija,7114.27,GDP per Capita,EUR
2020,Požeško-slavonska županija,7217.28,GDP per Capita,EUR
2020,Brodsko-posavska županija,7491.33,GDP per Capita,EUR
2020,Osječko-baranjska županija,9643.27,GDP per Capita,EUR
2020,Vukovarsko-srijemska županija,8056.42,GDP per Capita,EUR
2020,Karlovačka županija,8773.69,GDP per Capita,EUR
2020,Sisačko-moslavačka županija,8304.58,GDP per Capita,EUR
2020,Primorsko-goranska zupanija,12850.27,GDP per Capita,EUR
2020,Licko-senjska zupanija,9688.02,GDP per Capita,EUR
2020,Zadarska zupanija,10186.21,GDP per Capita,EUR
2020,Sibensko-kninska zupanija,9653.5,GDP per Capita,EUR
2020,Splitsko-dalmatinska zupanija,8989.07,GDP per Capita,EUR
2020,Istarska zupanija,12562.32,GDP per Capita,EUR
2020,Dubrovacko-neretvanska zupanija,10435.61,GDP per Capita,EUR
2020,Grad Zagreb,21535.97,GDP per Capita,EUR
2020,Međimurska županija,10678.36,GDP per Capita,EUR
2020,Varaždinska županija,11273.94,GDP per Capita,EUR
2020,Koprivničko-križevačka županija,9325.58,GDP per Capita,EUR
2020,Krapinsko-zagorska županija,7910.92,GDP per Capita,EUR
2020,Zagrebačka županija,10055.87,GDP per Capita,EUR
2020,Crna Gora,5872.43,GDP per Capita,EUR
2020,Vardarski,5000.5,GDP per Capita,EUR
2020,Istocen,4523.81,GDP per Capita,EUR
2020,Jugozapaden,3519.03,GDP per Capita,EUR
2020,Jugoistocen,4994.49,GDP per Capita,EUR
2020,Pelagoniski,4743.3,GDP per Capita,EUR
2020,Poloski,2208.43,GDP per Capita,EUR
2020,Severoistocen,2594.98,GDP per Capita,EUR
2020,Skopski,6634.13,GDP per Capita,EUR
2020,Београдска област,10049.81,GDP per Capita,EUR
2020,Западнобачка област,4311.16,GDP per Capita,EUR
2020,Јужнобанатска област,5325.66,GDP per Capita,EUR
2020,Јужнобачка област,6881.7,GDP per Capita,EUR
2020,Севернобанатска област,4632.13,GDP per Capita,EUR
2020,Севернобачка област,5234.26,GDP per Capita,EUR
2020,Средњобанатска област,5248.07,GDP per Capita,EUR
2020,Сремска област,5517.23,GDP per Capita,EUR
2020,Златиборска област,4413.69,GDP per Capita,EUR
2020,Колубарска област,4492.4,GDP per Capita,EUR
2020,Мачванска област,3461.3,GDP per Capita,EUR
2020,Моравичка област,4932.32,GDP per Capita,EUR
2020,Поморавска област,3678.34,GDP per Capita,EUR
2020,Расинска област,3710.62,GDP per Capita,EUR
2020,Рашка област,2911.22,GDP per Capita,EUR
2020,Шумадијска област,4506.31,GDP per Capita,EUR
2020,Борска област,7307.94,GDP per Capita,EUR
2020,Браничевска област,4596.47,GDP per Capita,EUR
2020,Зајечарска област,3132.73,GDP per Capita,EUR
2020,Јабланичка област,2892.95,GDP per Capita,EUR
2020,Нишавска област,4240.89,GDP per Capita,EUR
2020,Пиротска област,4554.16,GDP per Capita,EUR
2020,Подунавска област,3208.31,GDP per Capita,EUR
2020,Пчињска област,2616.9,GDP per Capita,EUR
2020,Топличка област,3214.33,GDP per Capita,EUR
2020,Pomurska,14284.09,GDP per Capita,EUR
2020,Podravska,16891.69,GDP per Capita,EUR
2020,Koroska,16502.19,GDP per Capita,EUR
2020,Savinjska,18379.4,GDP per Capita,EUR
2020,Zasavska,11256.55,GDP per Capita,EUR
2020,Posavska,18190.06,GDP per Capita,EUR
2020,Jugovzhodna Slovenija,20701.86,GDP per Capita,EUR
2020,Primorsko-notranjska,14334.09,GDP per Capita,EUR
2020,Osrednjeslovenska,29882.27,GDP per Capita,EUR
2020,Gorenjska,17415.31,GDP per Capita,EUR
2020,Goriska,18082.99,GDP per Capita,EUR
2020,Obalno-kraska,19117.24,GDP per Capita,EUR
2020,Bjelovarsko-bilogorska županija,8491.01,GDP per Capita,EUR
2020,Virovitičko-podravska županija,7114.27,GDP per Capita,EUR
2020,Požeško-slavonska županija,7217.28,GDP per Capita,EUR
2020,Brodsko-posavska županija,7491.33,GDP per Capita,EUR
2020,Osječko-baranjska županija,9643.27,GDP per Capita,EUR
2020,Vukovarsko-srijemska županija,8056.42,GDP per Capita,EUR
2020,Karlovačka županija,8773.69,GDP per Capita,EUR
2020,Sisačko-moslavačka županija,8304.58,GDP per Capita,EUR
2020,Primorsko-goranska zupanija,12850.27,GDP per Capita,EUR
2020,Licko-senjska zupanija,9688.02,GDP per Capita,EUR
2020,Zadarska zupanija,10186.21,GDP per Capita,EUR
2020,Sibensko-kninska zupanija,9653.5,GDP per Capita,EUR
2020,Splitsko-dalmatinska zupanija,8989.07,GDP per Capita,EUR
2020,Istarska zupanija,12562.32,GDP per Capita,EUR
2020,Dubrovacko-neretvanska zupanija,10435.61,GDP per Capita,EUR
2020,Grad Zagreb,21535.97,GDP per Capita,EUR
2020,Međimurska županija,10678.36,GDP per Capita,EUR
2020,Varaždinska županija,11273.94,GDP per Capita,EUR
2020,Koprivničko-križevačka županija,9325.58,GDP per Capita,EUR
2020,Krapinsko-zagorska županija,7910.92,GDP per Capita,EUR
2020,Zagrebačka županija,10055.87,GDP per Capita,EUR
2020,Crna Gora,5872.43,GDP per Capita,EUR
2020,Vardarski,5000.5,GDP per Capita,EUR
2020,Istocen,4523.81,GDP per Capita,EUR
2020,Jugozapaden,3519.03,GDP per Capita,EUR
2020,Jugoistocen,4994.49,GDP per Capita,EUR
2020,Pelagoniski,4743.3,GDP per Capita,EUR
2020,Poloski,2208.43,GDP per Capita,EUR
2020,Severoistocen,2594.98,GDP per Capita,EUR
2020,Skopski,6634.13,GDP per Capita,EUR
2020,Београдска област,10049.81,GDP per Capita,EUR
2020,Западнобачка област,4311.16,GDP per Capita,EUR
2020,Јужнобанатска област,5325.66,GDP per Capita,EUR
2020,Јужнобачка област,6881.7,GDP per Capita,EUR
2020,Севернобанатска област,4632.13,GDP per Capita,EUR
2020,Севернобачка област,5234.26,GDP per Capita,EUR
2020,Средњобанатска област,5248.07,GDP per Capita,EUR
2020,Сремска област,5517.23,GDP per Capita,EUR
2020,Златиборска област,4413.69,GDP per Capita,EUR
2020,Колубарска област,4492.4,GDP per Capita,EUR
2020,Мачванска област,3461.3,GDP per Capita,EUR
2020,Моравичка област,4932.32,GDP per Capita,EUR
2020,Поморавска област,3678.34,GDP per Capita,EUR
2020,Расинска област,3710.62,GDP per Capita,EUR
2020,Рашка област,2911.22,GDP per Capita,EUR
2020,Шумадијска област,4506.31,GDP per Capita,EUR
2020,Борска област,7307.94,GDP per Capita,EUR
2020,Браничевска област,4596.47,GDP per Capita,EUR
2020,Зајечарска област,3132.73,GDP per Capita,EUR
2020,Јабланичка област,2892.95,GDP per Capita,EUR
2020,Нишавска област,4240.89,GDP per Capita,EUR
2020,Пиротска област,4554.16,GDP per Capita,EUR
2020,Подунавска област,3208.31,GDP per Capita,EUR
2020,Пчињска област,2616.9,GDP per Capita,EUR
2020,Топличка област,3214.33,GDP per Capita,EUR
2020,Pomurska,14284.09,GDP per Capita,EUR
2020,Podravska,16891.69,GDP per Capita,EUR
2020,Koroska,16502.19,GDP per Capita,EUR
2020,Savinjska,18379.4,GDP per Capita,EUR
2020,Zasavska,11256.55,GDP per Capita,EUR
2020,Posavska,18190.06,GDP per Capita,EUR
2020,Jugovzhodna Slovenija,20701.86,GDP per Capita,EUR
2020,Primorsko-notranjska,14334.09,GDP per Capita,EUR
2020,Osrednjeslovenska,29882.27,GDP per Capita,EUR
2020,Gorenjska,17415.31,GDP per Capita,EUR
2020,Goriska,18082.99,GDP per Capita,EUR
2020,Obalno-kraska,19117.24,GDP per Capita,EUR
2021,Bjelovarsko-bilogorska županija,10045.06,GDP per Capita,EUR
2021,Virovitičko-podravska županija,8438.14,GDP per Capita,EUR
2021,Požeško-slavonska županija,7977.9,GDP per Capita,EUR
2021,Brodsko-posavska županija,8445.36,GDP per Capita,EUR
